"cpd","compoundclass","ko","referenceAG","compoundname","genesymbol","genename","enzyme_activity"
"C00146","Aromatic","K16245","CONAMA","Phenol","dmpO","phenol/toluene 2-monooxygenase (NADH) P4/A4","monooxygenase"
"C01407","Aromatic","K16245","EPC","Benzene","dmpO","phenol/toluene 2-monooxygenase (NADH) P4/A4","monooxygenase"
"C01407","Aromatic","K16245","PSL","Benzene","dmpO","phenol/toluene 2-monooxygenase (NADH) P4/A4","monooxygenase"
"C01407","Aromatic","K16245","CONAMA","Benzene","dmpO","phenol/toluene 2-monooxygenase (NADH) P4/A4","monooxygenase"
"C01407","Aromatic","K16245","IARC1","Benzene","dmpO","phenol/toluene 2-monooxygenase (NADH) P4/A4","monooxygenase"
"C01407","Aromatic","K16245","ATSDR","Benzene","dmpO","phenol/toluene 2-monooxygenase (NADH) P4/A4","monooxygenase"
"C01407","Aromatic","K16245","EPA","Benzene","dmpO","phenol/toluene 2-monooxygenase (NADH) P4/A4","monooxygenase"
"C01407","Aromatic","K16245","WFD","Benzene","dmpO","phenol/toluene 2-monooxygenase (NADH) P4/A4","monooxygenase"
"C01455","Aromatic","K16245","CONAMA","Toluene","dmpO","phenol/toluene 2-monooxygenase (NADH) P4/A4","monooxygenase"
"C01455","Aromatic","K16245","EPA","Toluene","dmpO","phenol/toluene 2-monooxygenase (NADH) P4/A4","monooxygenase"
"C01455","Aromatic","K16245","ATSDR","Toluene","dmpO","phenol/toluene 2-monooxygenase (NADH) P4/A4","monooxygenase"
"C01455","Aromatic","K16245","PSL","Toluene","dmpO","phenol/toluene 2-monooxygenase (NADH) P4/A4","monooxygenase"
"C01542","Aromatic","K16245","EPA","o-Cresol","dmpO","phenol/toluene 2-monooxygenase (NADH) P4/A4","monooxygenase"
"C01542","Aromatic","K16245","ATSDR","o-Cresol","dmpO","phenol/toluene 2-monooxygenase (NADH) P4/A4","monooxygenase"
"C00090","Aromatic","K16246","WFD","Catechol","dmpP","phenol/toluene 2-monooxygenase (NADH) P5/A5","monooxygenase"
"C00090","Aromatic","K16246","PSL","Catechol","dmpP","phenol/toluene 2-monooxygenase (NADH) P5/A5","monooxygenase"
"C00090","Aromatic","K16246","EPC","Catechol","dmpP","phenol/toluene 2-monooxygenase (NADH) P5/A5","monooxygenase"
"C00090","Aromatic","K16246","IARC2B","Catechol","dmpP","phenol/toluene 2-monooxygenase (NADH) P5/A5","monooxygenase"
"C00090","Aromatic","K16246","ATSDR","Catechol","dmpP","phenol/toluene 2-monooxygenase (NADH) P5/A5","monooxygenase"
"C00146","Aromatic","K16246","EPA","Phenol","dmpP","phenol/toluene 2-monooxygenase (NADH) P5/A5","monooxygenase"
"C00146","Aromatic","K16246","PSL","Phenol","dmpP","phenol/toluene 2-monooxygenase (NADH) P5/A5","monooxygenase"
"C00146","Aromatic","K16246","ATSDR","Phenol","dmpP","phenol/toluene 2-monooxygenase (NADH) P5/A5","monooxygenase"
"C00146","Aromatic","K16246","CONAMA","Phenol","dmpP","phenol/toluene 2-monooxygenase (NADH) P5/A5","monooxygenase"
"C01407","Aromatic","K16246","EPC","Benzene","dmpP","phenol/toluene 2-monooxygenase (NADH) P5/A5","monooxygenase"
"C01407","Aromatic","K16246","CONAMA","Benzene","dmpP","phenol/toluene 2-monooxygenase (NADH) P5/A5","monooxygenase"
"C01407","Aromatic","K16246","PSL","Benzene","dmpP","phenol/toluene 2-monooxygenase (NADH) P5/A5","monooxygenase"
"C01407","Aromatic","K16246","IARC1","Benzene","dmpP","phenol/toluene 2-monooxygenase (NADH) P5/A5","monooxygenase"
"C01407","Aromatic","K16246","EPA","Benzene","dmpP","phenol/toluene 2-monooxygenase (NADH) P5/A5","monooxygenase"
"C01407","Aromatic","K16246","ATSDR","Benzene","dmpP","phenol/toluene 2-monooxygenase (NADH) P5/A5","monooxygenase"
"C01407","Aromatic","K16246","WFD","Benzene","dmpP","phenol/toluene 2-monooxygenase (NADH) P5/A5","monooxygenase"
"C01455","Aromatic","K16246","EPA","Toluene","dmpP","phenol/toluene 2-monooxygenase (NADH) P5/A5","monooxygenase"
"C01455","Aromatic","K16246","PSL","Toluene","dmpP","phenol/toluene 2-monooxygenase (NADH) P5/A5","monooxygenase"
"C01455","Aromatic","K16246","CONAMA","Toluene","dmpP","phenol/toluene 2-monooxygenase (NADH) P5/A5","monooxygenase"
"C01455","Aromatic","K16246","ATSDR","Toluene","dmpP","phenol/toluene 2-monooxygenase (NADH) P5/A5","monooxygenase"
"C01542","Aromatic","K16246","EPA","o-Cresol","dmpP","phenol/toluene 2-monooxygenase (NADH) P5/A5","monooxygenase"
"C01542","Aromatic","K16246","ATSDR","o-Cresol","dmpP","phenol/toluene 2-monooxygenase (NADH) P5/A5","monooxygenase"
"C00090","Aromatic","K16249","PSL","Catechol","dmpK","phenol/toluene 2-monooxygenase (NADH) P0/A0","monooxygenase"
"C00090","Aromatic","K16249","EPC","Catechol","dmpK","phenol/toluene 2-monooxygenase (NADH) P0/A0","monooxygenase"
"C00090","Aromatic","K16249","IARC2B","Catechol","dmpK","phenol/toluene 2-monooxygenase (NADH) P0/A0","monooxygenase"
"C00090","Aromatic","K16249","WFD","Catechol","dmpK","phenol/toluene 2-monooxygenase (NADH) P0/A0","monooxygenase"
"C00090","Aromatic","K16249","ATSDR","Catechol","dmpK","phenol/toluene 2-monooxygenase (NADH) P0/A0","monooxygenase"
"C00146","Aromatic","K16249","ATSDR","Phenol","dmpK","phenol/toluene 2-monooxygenase (NADH) P0/A0","monooxygenase"
"C00146","Aromatic","K16249","EPA","Phenol","dmpK","phenol/toluene 2-monooxygenase (NADH) P0/A0","monooxygenase"
"C00146","Aromatic","K16249","PSL","Phenol","dmpK","phenol/toluene 2-monooxygenase (NADH) P0/A0","monooxygenase"
"C00146","Aromatic","K16249","CONAMA","Phenol","dmpK","phenol/toluene 2-monooxygenase (NADH) P0/A0","monooxygenase"
"C01407","Aromatic","K16249","EPC","Benzene","dmpK","phenol/toluene 2-monooxygenase (NADH) P0/A0","monooxygenase"
"C01407","Aromatic","K16249","CONAMA","Benzene","dmpK","phenol/toluene 2-monooxygenase (NADH) P0/A0","monooxygenase"
"C01407","Aromatic","K16249","ATSDR","Benzene","dmpK","phenol/toluene 2-monooxygenase (NADH) P0/A0","monooxygenase"
"C01407","Aromatic","K16249","IARC1","Benzene","dmpK","phenol/toluene 2-monooxygenase (NADH) P0/A0","monooxygenase"
"C01407","Aromatic","K16249","EPA","Benzene","dmpK","phenol/toluene 2-monooxygenase (NADH) P0/A0","monooxygenase"
"C01407","Aromatic","K16249","WFD","Benzene","dmpK","phenol/toluene 2-monooxygenase (NADH) P0/A0","monooxygenase"
"C01407","Aromatic","K16249","PSL","Benzene","dmpK","phenol/toluene 2-monooxygenase (NADH) P0/A0","monooxygenase"
"C01455","Aromatic","K16249","EPA","Toluene","dmpK","phenol/toluene 2-monooxygenase (NADH) P0/A0","monooxygenase"
"C01455","Aromatic","K16249","PSL","Toluene","dmpK","phenol/toluene 2-monooxygenase (NADH) P0/A0","monooxygenase"
"C01455","Aromatic","K16249","CONAMA","Toluene","dmpK","phenol/toluene 2-monooxygenase (NADH) P0/A0","monooxygenase"
"C01455","Aromatic","K16249","ATSDR","Toluene","dmpK","phenol/toluene 2-monooxygenase (NADH) P0/A0","monooxygenase"
"C01542","Aromatic","K16249","ATSDR","o-Cresol","dmpK","phenol/toluene 2-monooxygenase (NADH) P0/A0","monooxygenase"
"C01542","Aromatic","K16249","EPA","o-Cresol","dmpK","phenol/toluene 2-monooxygenase (NADH) P0/A0","monooxygenase"
"C01407","Aromatic","K16268","CONAMA","Benzene","todC2","benzene/toluene/chlorobenzene dioxygenase subunit beta","dioxygenase"
"C01407","Aromatic","K16268","PSL","Benzene","todC2","benzene/toluene/chlorobenzene dioxygenase subunit beta","dioxygenase"
"C01407","Aromatic","K16268","ATSDR","Benzene","todC2","benzene/toluene/chlorobenzene dioxygenase subunit beta","dioxygenase"
"C01407","Aromatic","K16268","WFD","Benzene","todC2","benzene/toluene/chlorobenzene dioxygenase subunit beta","dioxygenase"
"C01407","Aromatic","K16268","EPC","Benzene","todC2","benzene/toluene/chlorobenzene dioxygenase subunit beta","dioxygenase"
"C01407","Aromatic","K16268","IARC1","Benzene","todC2","benzene/toluene/chlorobenzene dioxygenase subunit beta","dioxygenase"
"C01407","Aromatic","K16268","EPA","Benzene","todC2","benzene/toluene/chlorobenzene dioxygenase subunit beta","dioxygenase"
"C01455","Aromatic","K16268","EPA","Toluene","todC2","benzene/toluene/chlorobenzene dioxygenase subunit beta","dioxygenase"
"C01455","Aromatic","K16268","CONAMA","Toluene","todC2","benzene/toluene/chlorobenzene dioxygenase subunit beta","dioxygenase"
"C01455","Aromatic","K16268","PSL","Toluene","todC2","benzene/toluene/chlorobenzene dioxygenase subunit beta","dioxygenase"
"C01455","Aromatic","K16268","ATSDR","Toluene","todC2","benzene/toluene/chlorobenzene dioxygenase subunit beta","dioxygenase"
"C06594","Chlorinated","K16268","ATSDR","1,2,4-Trichlorobenzene","todC2","benzene/toluene/chlorobenzene dioxygenase subunit beta","dioxygenase"
"C06594","Chlorinated","K16268","CONAMA","1,2,4-Trichlorobenzene","todC2","benzene/toluene/chlorobenzene dioxygenase subunit beta","dioxygenase"
"C06594","Chlorinated","K16268","EPA","1,2,4-Trichlorobenzene","todC2","benzene/toluene/chlorobenzene dioxygenase subunit beta","dioxygenase"
"C06594","Chlorinated","K16268","PSL","1,2,4-Trichlorobenzene","todC2","benzene/toluene/chlorobenzene dioxygenase subunit beta","dioxygenase"
"C06594","Chlorinated","K16268","EPC","1,2,4-Trichlorobenzene","todC2","benzene/toluene/chlorobenzene dioxygenase subunit beta","dioxygenase"
"C06594","Chlorinated","K16268","WFD","1,2,4-Trichlorobenzene","todC2","benzene/toluene/chlorobenzene dioxygenase subunit beta","dioxygenase"
"C06594","Aromatic","K16268","ATSDR","1,2,4-Trichlorobenzene","todC2","benzene/toluene/chlorobenzene dioxygenase subunit beta","dioxygenase"
"C06594","Aromatic","K16268","CONAMA","1,2,4-Trichlorobenzene","todC2","benzene/toluene/chlorobenzene dioxygenase subunit beta","dioxygenase"
"C06594","Aromatic","K16268","EPA","1,2,4-Trichlorobenzene","todC2","benzene/toluene/chlorobenzene dioxygenase subunit beta","dioxygenase"
"C06594","Aromatic","K16268","PSL","1,2,4-Trichlorobenzene","todC2","benzene/toluene/chlorobenzene dioxygenase subunit beta","dioxygenase"
"C06594","Aromatic","K16268","EPC","1,2,4-Trichlorobenzene","todC2","benzene/toluene/chlorobenzene dioxygenase subunit beta","dioxygenase"
"C06594","Aromatic","K16268","WFD","1,2,4-Trichlorobenzene","todC2","benzene/toluene/chlorobenzene dioxygenase subunit beta","dioxygenase"
"C06790","Chlorinated","K16268","PSL","Trichloroethene","todC2","benzene/toluene/chlorobenzene dioxygenase subunit beta","dioxygenase"
"C06790","Chlorinated","K16268","EPC","Trichloroethene","todC2","benzene/toluene/chlorobenzene dioxygenase subunit beta","dioxygenase"
"C06790","Chlorinated","K16268","ATSDR","Trichloroethene","todC2","benzene/toluene/chlorobenzene dioxygenase subunit beta","dioxygenase"
"C06790","Chlorinated","K16268","IARC1","Trichloroethene","todC2","benzene/toluene/chlorobenzene dioxygenase subunit beta","dioxygenase"
"C06790","Chlorinated","K16268","EPA","Trichloroethene","todC2","benzene/toluene/chlorobenzene dioxygenase subunit beta","dioxygenase"
"C06790","Chlorinated","K16268","CONAMA","Trichloroethene","todC2","benzene/toluene/chlorobenzene dioxygenase subunit beta","dioxygenase"
"C06790","Aliphatic","K16268","PSL","Trichloroethene","todC2","benzene/toluene/chlorobenzene dioxygenase subunit beta","dioxygenase"
"C06790","Aliphatic","K16268","EPC","Trichloroethene","todC2","benzene/toluene/chlorobenzene dioxygenase subunit beta","dioxygenase"
"C06790","Aliphatic","K16268","ATSDR","Trichloroethene","todC2","benzene/toluene/chlorobenzene dioxygenase subunit beta","dioxygenase"
"C06790","Aliphatic","K16268","IARC1","Trichloroethene","todC2","benzene/toluene/chlorobenzene dioxygenase subunit beta","dioxygenase"
"C06790","Aliphatic","K16268","EPA","Trichloroethene","todC2","benzene/toluene/chlorobenzene dioxygenase subunit beta","dioxygenase"
"C06790","Aliphatic","K16268","CONAMA","Trichloroethene","todC2","benzene/toluene/chlorobenzene dioxygenase subunit beta","dioxygenase"
"C06990","Chlorinated","K16268","EPA","Chlorobenzene","todC2","benzene/toluene/chlorobenzene dioxygenase subunit beta","dioxygenase"
"C06990","Chlorinated","K16268","CONAMA","Chlorobenzene","todC2","benzene/toluene/chlorobenzene dioxygenase subunit beta","dioxygenase"
"C06990","Chlorinated","K16268","ATSDR","Chlorobenzene","todC2","benzene/toluene/chlorobenzene dioxygenase subunit beta","dioxygenase"
"C06990","Chlorinated","K16268","PSL","Chlorobenzene","todC2","benzene/toluene/chlorobenzene dioxygenase subunit beta","dioxygenase"
"C06990","Aromatic","K16268","EPA","Chlorobenzene","todC2","benzene/toluene/chlorobenzene dioxygenase subunit beta","dioxygenase"
"C06990","Aromatic","K16268","CONAMA","Chlorobenzene","todC2","benzene/toluene/chlorobenzene dioxygenase subunit beta","dioxygenase"
"C06990","Aromatic","K16268","ATSDR","Chlorobenzene","todC2","benzene/toluene/chlorobenzene dioxygenase subunit beta","dioxygenase"
"C06990","Aromatic","K16268","PSL","Chlorobenzene","todC2","benzene/toluene/chlorobenzene dioxygenase subunit beta","dioxygenase"
"C07092","Chlorinated","K16268","EPA","1,4-Dichlorobenzene","todC2","benzene/toluene/chlorobenzene dioxygenase subunit beta","dioxygenase"
"C07092","Chlorinated","K16268","CONAMA","1,4-Dichlorobenzene","todC2","benzene/toluene/chlorobenzene dioxygenase subunit beta","dioxygenase"
"C07092","Chlorinated","K16268","PSL","1,4-Dichlorobenzene","todC2","benzene/toluene/chlorobenzene dioxygenase subunit beta","dioxygenase"
"C07092","Chlorinated","K16268","ATSDR","1,4-Dichlorobenzene","todC2","benzene/toluene/chlorobenzene dioxygenase subunit beta","dioxygenase"
"C07092","Chlorinated","K16268","IARC2B","1,4-Dichlorobenzene","todC2","benzene/toluene/chlorobenzene dioxygenase subunit beta","dioxygenase"
"C07092","Aromatic","K16268","EPA","1,4-Dichlorobenzene","todC2","benzene/toluene/chlorobenzene dioxygenase subunit beta","dioxygenase"
"C07092","Aromatic","K16268","CONAMA","1,4-Dichlorobenzene","todC2","benzene/toluene/chlorobenzene dioxygenase subunit beta","dioxygenase"
"C07092","Aromatic","K16268","PSL","1,4-Dichlorobenzene","todC2","benzene/toluene/chlorobenzene dioxygenase subunit beta","dioxygenase"
"C07092","Aromatic","K16268","ATSDR","1,4-Dichlorobenzene","todC2","benzene/toluene/chlorobenzene dioxygenase subunit beta","dioxygenase"
"C07092","Aromatic","K16268","IARC2B","1,4-Dichlorobenzene","todC2","benzene/toluene/chlorobenzene dioxygenase subunit beta","dioxygenase"
"C00090","Aromatic","K16269","ATSDR","Catechol","todD","cis-1,2-dihydrobenzene-1,2-diol/chlorobenzene dihydrodiol dehydrogenase","dehydrogenase"
"C00090","Aromatic","K16269","WFD","Catechol","todD","cis-1,2-dihydrobenzene-1,2-diol/chlorobenzene dihydrodiol dehydrogenase","dehydrogenase"
"C00090","Aromatic","K16269","PSL","Catechol","todD","cis-1,2-dihydrobenzene-1,2-diol/chlorobenzene dihydrodiol dehydrogenase","dehydrogenase"
"C00090","Aromatic","K16269","EPC","Catechol","todD","cis-1,2-dihydrobenzene-1,2-diol/chlorobenzene dihydrodiol dehydrogenase","dehydrogenase"
"C00090","Aromatic","K16269","IARC2B","Catechol","todD","cis-1,2-dihydrobenzene-1,2-diol/chlorobenzene dihydrodiol dehydrogenase","dehydrogenase"
"C01606","Aromatic","K16269","WFD","Phthalate","todD","cis-1,2-dihydrobenzene-1,2-diol/chlorobenzene dihydrodiol dehydrogenase","dehydrogenase"
"C01606","Aromatic","K16269","ATSDR","Phthalate","todD","cis-1,2-dihydrobenzene-1,2-diol/chlorobenzene dihydrodiol dehydrogenase","dehydrogenase"
"C01606","Aromatic","K16269","PSL","Phthalate","todD","cis-1,2-dihydrobenzene-1,2-diol/chlorobenzene dihydrodiol dehydrogenase","dehydrogenase"
"C01606","Aromatic","K16269","EPC","Phthalate","todD","cis-1,2-dihydrobenzene-1,2-diol/chlorobenzene dihydrodiol dehydrogenase","dehydrogenase"
"C16215","Aromatic","K16269","WFD","1,2-Dihydrophthalic acid","todD","cis-1,2-dihydrobenzene-1,2-diol/chlorobenzene dihydrodiol dehydrogenase","dehydrogenase"
"C16215","Aromatic","K16269","EPC","1,2-Dihydrophthalic acid","todD","cis-1,2-dihydrobenzene-1,2-diol/chlorobenzene dihydrodiol dehydrogenase","dehydrogenase"
"C16215","Aromatic","K16269","PSL","1,2-Dihydrophthalic acid","todD","cis-1,2-dihydrobenzene-1,2-diol/chlorobenzene dihydrodiol dehydrogenase","dehydrogenase"
"C16215","Aromatic","K16269","ATSDR","1,2-Dihydrophthalic acid","todD","cis-1,2-dihydrobenzene-1,2-diol/chlorobenzene dihydrodiol dehydrogenase","dehydrogenase"
"C00014","Nitrogen-containing","K16319","PSL","Ammonia","andAc","anthranilate 1,2-dioxygenase large subunit","dioxygenase"
"C00014","Nitrogen-containing","K16319","ATSDR","Ammonia","andAc","anthranilate 1,2-dioxygenase large subunit","dioxygenase"
"C00090","Aromatic","K16319","PSL","Catechol","andAc","anthranilate 1,2-dioxygenase large subunit","dioxygenase"
"C00090","Aromatic","K16319","EPC","Catechol","andAc","anthranilate 1,2-dioxygenase large subunit","dioxygenase"
"C00090","Aromatic","K16319","IARC2B","Catechol","andAc","anthranilate 1,2-dioxygenase large subunit","dioxygenase"
"C00090","Aromatic","K16319","ATSDR","Catechol","andAc","anthranilate 1,2-dioxygenase large subunit","dioxygenase"
"C00090","Aromatic","K16319","WFD","Catechol","andAc","anthranilate 1,2-dioxygenase large subunit","dioxygenase"
"C00014","Nitrogen-containing","K16320","PSL","Ammonia","andAd","anthranilate 1,2-dioxygenase small subunit","dioxygenase"
"C00014","Nitrogen-containing","K16320","ATSDR","Ammonia","andAd","anthranilate 1,2-dioxygenase small subunit","dioxygenase"
"C00090","Aromatic","K16320","EPC","Catechol","andAd","anthranilate 1,2-dioxygenase small subunit","dioxygenase"
"C00090","Aromatic","K16320","IARC2B","Catechol","andAd","anthranilate 1,2-dioxygenase small subunit","dioxygenase"
"C00090","Aromatic","K16320","PSL","Catechol","andAd","anthranilate 1,2-dioxygenase small subunit","dioxygenase"
"C00090","Aromatic","K16320","WFD","Catechol","andAd","anthranilate 1,2-dioxygenase small subunit","dioxygenase"
"C00090","Aromatic","K16320","ATSDR","Catechol","andAd","anthranilate 1,2-dioxygenase small subunit","dioxygenase"
"C04317","Nitrogen-containing","K16342","PSL","1-Organyl-2-lyso-sn-glycero-3-phosphocholine","PLA2G4","cytosolic phospholipase A2","phospholipase"
"C04317","Organophosphorus","K16342","PSL","1-Organyl-2-lyso-sn-glycero-3-phosphocholine","PLA2G4","cytosolic phospholipase A2","phospholipase"
"C04317","Nitrogen-containing","K16343","PSL","1-Organyl-2-lyso-sn-glycero-3-phosphocholine","PLA2G6","calcium-independent phospholipase A2","phospholipase"
"C04317","Organophosphorus","K16343","PSL","1-Organyl-2-lyso-sn-glycero-3-phosphocholine","PLA2G6","calcium-independent phospholipase A2","phospholipase"
"C04317","Nitrogen-containing","K16794","PSL","1-Organyl-2-lyso-sn-glycero-3-phosphocholine","PAFAH1B1","platelet-activating factor acetylhydrolase IB subunit alpha","acetylhydrolase"
"C04317","Organophosphorus","K16794","PSL","1-Organyl-2-lyso-sn-glycero-3-phosphocholine","PAFAH1B1","platelet-activating factor acetylhydrolase IB subunit alpha","acetylhydrolase"
"C04317","Nitrogen-containing","K16795","PSL","1-Organyl-2-lyso-sn-glycero-3-phosphocholine","PAFAH1B2_3","platelet-activating factor acetylhydrolase IB subunit beta/gamma","acetylhydrolase"
"C04317","Organophosphorus","K16795","PSL","1-Organyl-2-lyso-sn-glycero-3-phosphocholine","PAFAH1B2_3","platelet-activating factor acetylhydrolase IB subunit beta/gamma","acetylhydrolase"
"C04317","Nitrogen-containing","K16817","PSL","1-Organyl-2-lyso-sn-glycero-3-phosphocholine","PLA2G16","HRAS-like suppressor 3","suppressor"
"C04317","Organophosphorus","K16817","PSL","1-Organyl-2-lyso-sn-glycero-3-phosphocholine","PLA2G16","HRAS-like suppressor 3","suppressor"
"C00067","Aliphatic","K16914","ATSDR","Formaldehyde","RIOX1","protein-L-histidine (3S)-3-hydroxylase / [histone H3]-trimethyl-L-lysine4/36 demethylase","hydroxylase"
"C00067","Aliphatic","K16914","PSL","Formaldehyde","RIOX1","protein-L-histidine (3S)-3-hydroxylase / [histone H3]-trimethyl-L-lysine4/36 demethylase","hydroxylase"
"C00067","Aliphatic","K16914","IARC1","Formaldehyde","RIOX1","protein-L-histidine (3S)-3-hydroxylase / [histone H3]-trimethyl-L-lysine4/36 demethylase","hydroxylase"
"C00014","Nitrogen-containing","K16930","ATSDR","Ammonia","cdat8","tRNA(cytosine8) deaminase","deaminase"
"C00014","Nitrogen-containing","K16930","PSL","Ammonia","cdat8","tRNA(cytosine8) deaminase","deaminase"
"C00067","Aliphatic","K16967","ATSDR","Formaldehyde","dmoA","dimethyl-sulfide monooxygenase","monooxygenase"
"C00067","Aliphatic","K16967","PSL","Formaldehyde","dmoA","dimethyl-sulfide monooxygenase","monooxygenase"
"C00067","Aliphatic","K16967","IARC1","Formaldehyde","dmoA","dimethyl-sulfide monooxygenase","monooxygenase"
"C00067","Aliphatic","K16968","ATSDR","Formaldehyde","msmA","methanesulfonate monooxygenase subunit alpha","monooxygenase"
"C00067","Aliphatic","K16968","PSL","Formaldehyde","msmA","methanesulfonate monooxygenase subunit alpha","monooxygenase"
"C00067","Aliphatic","K16968","IARC1","Formaldehyde","msmA","methanesulfonate monooxygenase subunit alpha","monooxygenase"
"C00067","Aliphatic","K16969","ATSDR","Formaldehyde","msmB","methanesulfonate monooxygenase subunit beta","monooxygenase"
"C00067","Aliphatic","K16969","PSL","Formaldehyde","msmB","methanesulfonate monooxygenase subunit beta","monooxygenase"
"C00067","Aliphatic","K16969","IARC1","Formaldehyde","msmB","methanesulfonate monooxygenase subunit beta","monooxygenase"
"C07111","Aromatic","K17048","CONAMA","Ethylbenzene","ebdB","ethylbenzene hydroxylase subunit beta","hydroxylase"
"C07111","Aromatic","K17048","EPA","Ethylbenzene","ebdB","ethylbenzene hydroxylase subunit beta","hydroxylase"
"C07111","Aromatic","K17048","IARC2B","Ethylbenzene","ebdB","ethylbenzene hydroxylase subunit beta","hydroxylase"
"C07111","Aromatic","K17048","ATSDR","Ethylbenzene","ebdB","ethylbenzene hydroxylase subunit beta","hydroxylase"
"C07111","Aromatic","K17049","CONAMA","Ethylbenzene","ebdC","ethylbenzene hydroxylase subunit gamma","hydroxylase"
"C07111","Aromatic","K17049","ATSDR","Ethylbenzene","ebdC","ethylbenzene hydroxylase subunit gamma","hydroxylase"
"C07111","Aromatic","K17049","EPA","Ethylbenzene","ebdC","ethylbenzene hydroxylase subunit gamma","hydroxylase"
"C07111","Aromatic","K17049","IARC2B","Ethylbenzene","ebdC","ethylbenzene hydroxylase subunit gamma","hydroxylase"
"C10454","Aromatic","K17057","IARC2B","Methyleugenol","IEMT1","(iso)eugenol O-methyltransferase","methyltransferase"
"C10454","Aromatic","K17058","IARC2B","Methyleugenol","EOMT1","eugenol/chavicol O-methyltransferase","methyltransferase"
"C00067","Aliphatic","K17066","ATSDR","Formaldehyde","MOX","alcohol oxidase","oxidase"
"C00067","Aliphatic","K17066","PSL","Formaldehyde","MOX","alcohol oxidase","oxidase"
"C00067","Aliphatic","K17066","IARC1","Formaldehyde","MOX","alcohol oxidase","oxidase"
"C00067","Aliphatic","K17067","ATSDR","Formaldehyde","mdo","formaldehyde dismutase / methanol dehydrogenase","dismutase"
"C00067","Aliphatic","K17067","PSL","Formaldehyde","mdo","formaldehyde dismutase / methanol dehydrogenase","dismutase"
"C00067","Aliphatic","K17067","IARC1","Formaldehyde","mdo","formaldehyde dismutase / methanol dehydrogenase","dismutase"
"C00067","Aliphatic","K17068","ATSDR","Formaldehyde","fdm","formaldehyde dismutase","dismutase"
"C00067","Aliphatic","K17068","PSL","Formaldehyde","fdm","formaldehyde dismutase","dismutase"
"C00067","Aliphatic","K17068","IARC1","Formaldehyde","fdm","formaldehyde dismutase","dismutase"
"C00067","Aliphatic","K17070","ATSDR","Formaldehyde","dcmA","dichloromethane dehalogenase","dehalogenase"
"C00067","Aliphatic","K17070","IARC1","Formaldehyde","dcmA","dichloromethane dehalogenase","dehalogenase"
"C00067","Aliphatic","K17070","PSL","Formaldehyde","dcmA","dichloromethane dehalogenase","dehalogenase"
"C02271","Chlorinated","K17070","IARC2A","Dichloromethane","dcmA","dichloromethane dehalogenase","dehalogenase"
"C02271","Chlorinated","K17070","WFD","Dichloromethane","dcmA","dichloromethane dehalogenase","dehalogenase"
"C02271","Chlorinated","K17070","ATSDR","Dichloromethane","dcmA","dichloromethane dehalogenase","dehalogenase"
"C02271","Chlorinated","K17070","EPC","Dichloromethane","dcmA","dichloromethane dehalogenase","dehalogenase"
"C02271","Chlorinated","K17070","EPA","Dichloromethane","dcmA","dichloromethane dehalogenase","dehalogenase"
"C02271","Chlorinated","K17070","CONAMA","Dichloromethane","dcmA","dichloromethane dehalogenase","dehalogenase"
"C02271","Chlorinated","K17070","PSL","Dichloromethane","dcmA","dichloromethane dehalogenase","dehalogenase"
"C02271","Aliphatic","K17070","IARC2A","Dichloromethane","dcmA","dichloromethane dehalogenase","dehalogenase"
"C02271","Aliphatic","K17070","WFD","Dichloromethane","dcmA","dichloromethane dehalogenase","dehalogenase"
"C02271","Aliphatic","K17070","ATSDR","Dichloromethane","dcmA","dichloromethane dehalogenase","dehalogenase"
"C02271","Aliphatic","K17070","EPC","Dichloromethane","dcmA","dichloromethane dehalogenase","dehalogenase"
"C02271","Aliphatic","K17070","EPA","Dichloromethane","dcmA","dichloromethane dehalogenase","dehalogenase"
"C02271","Aliphatic","K17070","CONAMA","Dichloromethane","dcmA","dichloromethane dehalogenase","dehalogenase"
"C02271","Aliphatic","K17070","PSL","Dichloromethane","dcmA","dichloromethane dehalogenase","dehalogenase"
"C00067","Aliphatic","K17100","ATSDR","Formaldehyde","DAS","dihydroxyacetone synthase","synthase"
"C00067","Aliphatic","K17100","PSL","Formaldehyde","DAS","dihydroxyacetone synthase","synthase"
"C00067","Aliphatic","K17100","IARC1","Formaldehyde","DAS","dihydroxyacetone synthase","synthase"
"C00014","Nitrogen-containing","K17217","PSL","Ammonia","mccB","cystathionine gamma-lyase / homocysteine desulfhydrase","lyase"
"C00014","Nitrogen-containing","K17217","ATSDR","Ammonia","mccB","cystathionine gamma-lyase / homocysteine desulfhydrase","lyase"
"C00067","Aliphatic","K17228","ATSDR","Formaldehyde","sfnG","dimethylsulfone monooxygenase","monooxygenase"
"C00067","Aliphatic","K17228","PSL","Formaldehyde","sfnG","dimethylsulfone monooxygenase","monooxygenase"
"C00067","Aliphatic","K17228","IARC1","Formaldehyde","sfnG","dimethylsulfone monooxygenase","monooxygenase"
"C00067","Aliphatic","K17285","ATSDR","Formaldehyde","SELENBP1","methanethiol oxidase","oxidase"
"C00067","Aliphatic","K17285","PSL","Formaldehyde","SELENBP1","methanethiol oxidase","oxidase"
"C00067","Aliphatic","K17285","IARC1","Formaldehyde","SELENBP1","methanethiol oxidase","oxidase"
"C00014","Nitrogen-containing","K17468","PSL","Ammonia","dgaE","D-glucosaminate-6-phosphate ammonia-lyase","ammonia-lyase"
